,Parameter,Galaxy Name,Estimate,CI68_low,CI68_high,CI95_low,CI95_high,Est_in_CI68?,Est_in_CI95?,Est_at_lower?,Est_at_upper?,P(lower),P(upper),P(lower)>50%?,P(upper)>50%?,n_local_maxima,Index_of_peak
1153,LOGZ,rs0774,-0.45055,-0.52307,-0.3187,-0.5956,-0.16047,Y,Y,N,N,0.0,0.0,N,N,1,129
1154,LOGQ,rs0775,7.157039999999999,7.10663,7.27227,7.05622,7.3730899999999995,Y,Y,N,N,0.00014,0.0,N,N,1,25
1155,LOGZ,rs0775,-0.39781,-0.4967,-0.33188,-0.56263,-0.2264,Y,Y,N,N,0.0,0.0,N,N,1,137
1156,LOGQ,rs0777,7.59634,7.517119999999999,7.76198,7.4307,7.92762,Y,Y,N,N,0.0,0.0,N,N,1,86
1157,LOGZ,rs0777,-0.5956,-0.6681199999999999,-0.43737,-0.7472300000000001,-0.29233000000000003,Y,Y,N,N,0.0,0.0,N,N,1,107
1158,LOGQ,rs0778,7.12103,7.07062,7.236260000000001,7.027410000000001,7.33708,Y,Y,N,N,0.0013599999999999999,0.0,N,N,1,20
1159,LOGZ,rs0778,-0.39781,-0.47693,-0.3121,-0.54285,-0.20002999999999999,Y,Y,N,N,0.0,0.0,N,N,1,137
1160,LOGQ,rs0779,7.20025,7.05622,7.34428,6.9914,7.49552,Y,Y,N,N,0.02392,0.0,N,N,1,31
1161,LOGZ,rs0779,0.01754,-0.15388,0.07687000000000001,-0.25936,0.1428,Y,Y,N,N,0.0,0.0,N,N,2,200
1162,LOGQ,rs0781,7.20025,7.05622,7.30828,6.9842,7.4235,Y,Y,N,N,0.02603,0.0,N,N,1,31
1163,LOGZ,rs0781,0.024130000000000002,-0.14728,0.07028,-0.25277,0.12302,Y,Y,N,N,0.0,0.0,N,N,1,201
1164,LOGQ,rs0782,7.49552,7.4163,7.61074,7.34428,7.71157,Y,Y,N,N,0.0,0.0,N,N,1,72
1165,LOGZ,rs0782,-0.52307,-0.589,-0.39121999999999996,-0.66152,-0.27914,Y,Y,N,N,0.0,0.0,N,N,1,118
1166,LOGQ,rs0786,7.18585,7.10663,7.4235,7.0202100000000005,7.69716,Y,Y,N,N,0.004529999999999999,0.0,N,N,1,29
1167,LOGZ,rs0786,-0.44396,-0.52307,-0.24618,-0.61537,-0.00883,Y,Y,N,N,0.0,0.0,N,N,1,130
1168,LOGQ,rs0788,7.27947,7.20745,7.4091,7.142639999999999,7.53153,Y,Y,N,N,0.0,0.0,N,N,1,42
1169,LOGZ,rs0788,-0.44396,-0.50989,-0.3121,-0.58241,-0.19343,Y,Y,N,N,0.0,0.0,N,N,1,130
1170,LOGQ,rs0790,7.31548,7.257860000000001,7.517119999999999,7.17865,7.74758,Y,Y,N,N,0.0,0.0,N,N,1,47
1171,LOGZ,rs0790,-0.52307,-0.60219,-0.33848,-0.67471,-0.11432,Y,Y,N,N,0.0,0.0,N,N,1,118
1172,LOGQ,rs0793,7.1642399999999995,7.092230000000001,7.365889999999999,7.0202100000000005,7.54593,Y,Y,N,N,0.004220000000000001,0.0,N,N,1,26
1173,LOGZ,rs0793,-0.28573000000000004,-0.35825,-0.10772999999999999,-0.43078,0.024130000000000002,Y,Y,N,N,0.0,0.0,N,N,1,154
1174,LOGQ,rs0794,7.11383,7.08502,7.55313,6.9986,7.71877,Y,Y,N,N,0.0116,0.0,N,N,2,19
1175,LOGZ,rs0794,-0.27914,-0.32529,0.07028,-0.42418,0.15599000000000002,Y,Y,N,N,0.0,0.0,N,N,2,155
1176,LOGQ,rs0797,7.250660000000001,7.08502,7.3730899999999995,6.9986,7.48832,Y,Y,N,N,0.014969999999999999,0.0,N,N,1,38
1177,LOGZ,rs0797,0.01754,-0.17365,0.057089999999999995,-0.27914,0.11642999999999999,Y,Y,N,N,0.0,0.0,N,N,2,200
1178,LOGQ,rs0799,7.28667,7.21465,7.4379100000000005,7.135439999999999,7.61795,Y,Y,N,N,0.0,0.0,N,N,1,43
1179,LOGZ,rs0799,-0.45055,-0.5362600000000001,-0.3187,-0.61537,-0.16706,Y,Y,N,N,0.0,0.0,N,N,1,129
1180,LOGQ,rs0802,7.135439999999999,7.08502,7.28667,7.027410000000001,7.4379100000000005,Y,Y,N,N,0.0016899999999999999,0.0,N,N,1,22
1181,LOGZ,rs0802,-0.41758999999999996,-0.49011000000000005,-0.27914,-0.56263,-0.1275,Y,Y,N,N,0.0,0.0,N,N,1,134
1182,LOGQ,rs0804,7.65395,7.5675300000000005,7.7979899999999995,7.48832,7.91321,Y,Y,N,N,0.0,0.0,N,N,1,94
1183,LOGZ,rs0804,-0.52307,-0.62197,-0.411,-0.6944899999999999,-0.29891999999999996,Y,Y,N,N,0.0,0.0,N,N,1,118
1184,LOGQ,rs0805,7.71157,7.63955,7.8628,7.56033,7.992430000000001,Y,Y,N,N,0.0,0.0,N,N,1,102
1185,LOGZ,rs0805,-0.6944899999999999,-0.74064,-0.50989,-0.81316,-0.37803000000000003,Y,Y,N,N,0.0,0.0,N,N,1,92
1186,LOGQ,rs0806,6.977,6.9986,7.19305,-inf,7.32988,N,Y,Y,N,0.09299,0.0,N,N,1,0
1187,LOGZ,rs0806,-0.11432,-0.25936,-0.00224,-0.34507,0.09006,Y,Y,N,N,0.0,0.0,N,N,2,180
1188,LOGQ,rs0809,7.301069999999999,7.12823,7.459510000000001,7.00581,7.61795,Y,Y,N,N,0.01235,0.0,N,N,2,45
1189,LOGZ,rs0809,0.13621,-0.022019999999999998,0.18236,-0.21320999999999998,0.2351,Y,Y,N,N,0.0,0.00014,N,N,1,218
1190,LOGQ,rs0810,7.20025,7.142639999999999,7.3947,7.07062,7.61795,Y,Y,N,N,7e-05,0.0,N,N,1,31
1191,LOGZ,rs0810,-0.47033,-0.5362600000000001,-0.27914,-0.61537,-0.061579999999999996,Y,Y,N,N,0.0,0.0,N,N,1,126
1192,LOGQ,rs0811,6.977,6.9986,7.17865,-inf,7.33708,N,Y,Y,N,0.10695999999999999,0.0,N,N,1,0
1193,LOGZ,rs0811,-0.048389999999999996,-0.20002999999999999,0.0505,-0.29233000000000003,0.14939000000000002,Y,Y,N,N,0.0,0.00011,N,N,1,190
1194,LOGQ,rs0812,7.466710000000001,7.26507,7.60354,7.0202100000000005,7.7403699999999995,Y,Y,N,N,0.007859999999999999,0.0,N,N,2,68
1195,LOGZ,rs0812,0.14939000000000002,-0.028610000000000003,0.18236,-0.29233000000000003,0.22191999999999998,Y,Y,N,N,0.0,0.0,N,N,1,220
1196,LOGQ,rs0815,7.20025,7.149839999999999,7.32268,7.092230000000001,7.4235,Y,Y,N,N,0.0,0.0,N,N,2,31
1197,LOGZ,rs0815,-0.44396,-0.51648,-0.33848,-0.589,-0.2264,Y,Y,N,N,0.0,0.0,N,N,1,130
1198,LOGQ,rs0818,7.28667,7.21465,7.4235,7.142639999999999,7.5675300000000005,Y,Y,N,N,0.0,0.0,N,N,1,43
1199,LOGZ,rs0818,-0.45055,-0.52307,-0.32529,-0.589,-0.19343,Y,Y,N,N,0.0,0.0,N,N,1,129
1200,LOGQ,rs0823,7.27947,7.12103,7.3947,7.00581,7.52433,Y,Y,N,N,0.00963,0.0,N,N,1,42
1201,LOGZ,rs0823,0.1428,0.024130000000000002,0.18895,-0.11432,0.22851,Y,Y,N,N,0.0,1e-05,N,N,1,219
1202,LOGQ,rs0828,7.157039999999999,7.09943,7.445110000000001,7.0202100000000005,7.74758,Y,Y,N,N,0.00351,0.0,N,N,1,25
1203,LOGZ,rs0828,-0.42418,-0.47693,-0.17365,-0.55604,0.06369,Y,Y,N,N,0.0,0.0,N,N,1,133
1204,LOGQ,rs0831,7.4019,7.149839999999999,7.5891399999999996,6.9986,7.75478,Y,Y,N,N,0.01365,0.0,N,N,2,59
1205,LOGZ,rs0831,0.20873000000000003,-0.028610000000000003,0.22851,-0.28573000000000004,0.27466,Y,Y,N,N,0.0,0.00345,N,N,1,229
1206,LOGQ,rs0832,7.4379100000000005,7.3730899999999995,7.689960000000001,7.29387,7.90601,Y,Y,N,N,0.0,0.0,N,N,1,64
1207,LOGZ,rs0832,-0.54945,-0.60878,-0.33848,-0.6813,-0.14728,Y,Y,N,N,0.0,0.0,N,N,1,114
1208,LOGQ,rs0833,7.62515,7.27947,7.70437,7.092230000000001,7.826789999999999,Y,Y,N,N,0.0004,0.0,N,N,2,90
1209,LOGZ,rs0833,0.024130000000000002,-0.26595,0.0505,-0.411,0.10984000000000001,Y,Y,N,N,0.0,0.0,N,N,1,201
1210,LOGQ,rs0834,7.034610000000001,7.01301,7.22186,-inf,7.4019,Y,Y,N,N,0.055889999999999995,0.0,N,N,1,8
1211,LOGZ,rs0834,-0.20661999999999997,-0.27914,-0.08135,-0.35166,0.043910000000000005,Y,Y,N,N,0.0,0.0,N,N,1,166
1212,LOGQ,rs0839,7.12823,7.034610000000001,7.27947,6.9842,7.445110000000001,Y,Y,N,N,0.03594,0.0,N,N,1,21
1213,LOGZ,rs0839,0.15599000000000002,0.00435,0.20214000000000001,-0.25936,0.24829,Y,Y,N,N,0.0,0.00032,N,N,1,221
1214,LOGQ,rs0840,7.26507,7.20025,7.4235,7.12823,7.56033,Y,Y,N,N,0.0,0.0,N,N,1,40
1215,LOGZ,rs0840,-0.44396,-0.5033,-0.29891999999999996,-0.57582,-0.16706,Y,Y,N,N,0.0,0.0,N,N,1,130
1216,LOGQ,rs0842,7.365889999999999,7.31548,7.466710000000001,7.257860000000001,7.5675300000000005,Y,Y,N,N,0.0,0.0,N,N,1,54
1217,LOGZ,rs0842,-0.4967,-0.55604,-0.37803000000000003,-0.62856,-0.27914,Y,Y,N,N,0.0,0.0,N,N,1,122
1218,LOGQ,rs0843,6.9986,7.0202100000000005,7.4307,6.9842,7.71877,N,Y,N,N,0.04639,0.0,N,N,1,3
1219,LOGZ,rs0843,-0.27255,-0.32529,0.0505,-0.41758999999999996,0.20214000000000001,Y,Y,N,N,0.0,0.0001,N,N,1,156
1220,LOGQ,rs0845,6.977,7.034610000000001,7.4307,6.9842,7.59634,N,N,Y,N,0.039310000000000005,0.0,N,N,1,0
1221,LOGZ,rs0845,0.10984000000000001,-0.24618,0.1428,-0.37144,0.22191999999999998,Y,Y,N,N,0.0,0.00041,N,N,2,214
1222,LOGQ,rs0846,6.977,7.0202100000000005,7.4307,-inf,7.689960000000001,N,Y,Y,N,0.05525,0.0,N,N,1,0
1223,LOGZ,rs0846,-0.30551,-0.35825,0.06369,-0.45055,0.20873000000000003,Y,Y,N,N,0.0,0.00015,N,N,2,151
1224,LOGQ,rs0847,7.301069999999999,7.05622,7.4163,6.9842,7.56033,Y,Y,N,N,0.02804,0.0,N,N,3,45
1225,LOGZ,rs0847,0.03732,-0.27914,0.057089999999999995,-0.38463,0.12302,Y,Y,N,N,0.0,0.0,N,N,2,203
1226,LOGQ,rs0850,7.19305,7.06342,7.445110000000001,6.9842,7.65395,Y,Y,N,N,0.026139999999999997,0.0,N,N,2,30
1227,LOGZ,rs0850,0.21531999999999998,-0.022019999999999998,0.24169000000000002,-0.3121,0.28784,Y,Y,N,N,0.0,0.01916,N,N,3,230
1228,LOGQ,rs0853,6.9986,7.0202100000000005,7.4379100000000005,-inf,7.65395,N,Y,N,N,0.05055,0.0,N,N,1,3
1229,LOGZ,rs0853,-0.34507,-0.4044,0.057089999999999995,-0.49011000000000005,0.17577,Y,Y,N,N,0.0,1e-05,N,N,2,145
1230,LOGQ,rs0855,6.977,7.11383,7.60354,6.9914,7.7763800000000005,N,N,Y,N,0.0225,0.0,N,N,2,0
1231,LOGZ,rs0855,0.22851,-0.15388,0.24169000000000002,-0.4044,0.28125,Y,Y,N,N,0.0,0.00742,N,N,2,232
1232,LOGQ,rs0860,7.61074,7.2290600000000005,7.71877,6.9986,7.8484,Y,Y,N,N,0.013930000000000001,0.0,N,N,2,88
1233,LOGZ,rs0860,0.20873000000000003,-0.10113,0.22851,-0.39781,0.26807,Y,Y,N,N,0.0,0.00243,N,N,2,229
1234,LOGQ,rs0866,6.9914,7.00581,7.236260000000001,-inf,7.4307,N,Y,Y,N,0.07028,0.0,N,N,1,2
1235,LOGZ,rs0866,-0.14069,-0.2264,0.01095,-0.30551,0.12962,Y,Y,N,N,0.0,0.0,N,N,1,176
1236,LOGQ,rs0868,6.977,6.9986,7.19305,-inf,7.30828,N,Y,Y,N,0.09325,0.0,N,N,1,0
1237,LOGZ,rs0868,-0.23958000000000002,-0.3121,-0.061579999999999996,-0.39121999999999996,0.03732,Y,Y,N,N,0.0,0.0,N,N,1,161
1238,LOGQ,rs0869,7.3730899999999995,7.301069999999999,7.55313,7.2290600000000005,7.682760000000001,Y,Y,N,N,0.0,0.0,N,N,1,55
1239,LOGZ,rs0869,-0.41758999999999996,-0.49011000000000005,-0.26595,-0.56263,-0.14728,Y,Y,N,N,0.0,0.0,N,N,1,134
1240,LOGQ,rs0871,7.20745,7.12823,7.517119999999999,7.04902,7.74758,Y,Y,N,N,0.00033999999999999997,0.0,N,N,1,32
1241,LOGZ,rs0871,-0.49011000000000005,-0.54285,-0.24618,-0.60878,-0.0352,Y,Y,N,N,0.0,0.0,N,N,1,123
1242,LOGQ,rs0872,7.149839999999999,7.07782,7.358689999999999,7.00581,7.53153,Y,Y,N,N,0.008190000000000001,0.0,N,N,1,24
1243,LOGZ,rs0872,-0.28573000000000004,-0.36485,-0.11432,-0.44396,0.024130000000000002,Y,Y,N,N,0.0,0.0,N,N,1,154
1244,LOGQ,rs0880,7.00581,7.01301,7.26507,-inf,7.48832,N,Y,N,N,0.061860000000000005,0.0,N,N,1,4
1245,LOGZ,rs0880,-0.21320999999999998,-0.28573000000000004,-0.0352,-0.36485,0.12302,Y,Y,N,N,0.0,0.0,N,N,1,165
1246,LOGQ,rs0887,7.00581,7.01301,7.26507,-inf,7.48832,N,Y,N,N,0.060820000000000006,0.0,N,N,1,4
1247,LOGZ,rs0887,-0.14069,-0.2198,0.01754,-0.29891999999999996,0.14939000000000002,Y,Y,N,N,0.0,5e-05,N,N,1,176
1248,LOGQ,rs0891,7.49552,7.236260000000001,7.61074,7.034610000000001,7.725969999999999,Y,Y,N,N,0.00485,0.0,N,N,1,72
1249,LOGZ,rs0891,0.15599000000000002,-0.0418,0.18895,-0.23299,0.2351,Y,Y,N,N,0.0,2.9999999999999997e-05,N,N,1,221
1250,LOGQ,rs0893,7.358689999999999,7.301069999999999,7.48112,7.243460000000001,7.5891399999999996,Y,Y,N,N,0.0,0.0,N,N,1,53
1251,LOGZ,rs0893,-0.44396,-0.52307,-0.33848,-0.589,-0.23299,Y,Y,N,N,0.0,0.0,N,N,1,130
1252,LOGQ,rs0897,7.11383,7.05622,7.27947,6.9986,7.4307,Y,Y,N,N,0.01056,0.0,N,N,1,19
1253,LOGZ,rs0897,-0.3121,-0.37803000000000003,-0.17365,-0.44396,-0.061579999999999996,Y,Y,N,N,0.0,0.0,N,N,1,150
1254,LOGQ,rs0900,7.4163,7.351489999999999,7.56033,7.28667,7.675560000000001,Y,Y,N,N,0.0,0.0,N,N,1,61
1255,LOGZ,rs0900,-0.45715,-0.52967,-0.33188,-0.60219,-0.2198,Y,Y,N,N,0.0,0.0,N,N,1,128
1256,LOGQ,rs0901,7.149839999999999,7.08502,7.31548,7.0202100000000005,7.60354,Y,Y,N,N,0.00301,0.0,N,N,1,24
1257,LOGZ,rs0901,-0.61537,-0.6813,-0.45715,-0.7670100000000001,-0.16706,Y,Y,N,N,0.0,0.0,N,N,2,104
1258,LOGQ,rs0906,7.351489999999999,7.29387,7.466710000000001,7.236260000000001,7.5675300000000005,Y,Y,N,N,0.0,0.0,N,N,1,52
1259,LOGZ,rs0906,-0.47033,-0.5362600000000001,-0.35825,-0.60878,-0.25277,Y,Y,N,N,0.0,0.0,N,N,1,126
1260,LOGQ,rs0907,7.041810000000001,7.0202100000000005,7.29387,6.9842,7.574739999999999,Y,Y,N,N,0.04294,0.0,N,N,1,9
1261,LOGZ,rs0907,-0.34507,-0.411,-0.1341,-0.49011000000000005,0.08347,Y,Y,N,N,0.0,0.0,N,N,1,145
1262,LOGQ,rs0909,7.04902,7.01301,7.17144,6.9842,7.28667,Y,Y,N,N,0.04768,0.0,N,N,1,10
1263,LOGZ,rs0909,-0.38463,-0.43737,-0.25936,-0.5033,-0.15388,Y,Y,N,N,0.0,0.0,N,N,1,139
1264,LOGQ,rs0916,7.19305,7.135439999999999,7.34428,7.07062,7.466710000000001,Y,Y,N,N,4e-05,0.0,N,N,1,30
1265,LOGZ,rs0916,-0.39121999999999996,-0.44396,-0.25277,-0.50989,-0.14069,Y,Y,N,N,0.0,0.0,N,N,1,138
1266,LOGQ,rs0919,7.301069999999999,7.22186,7.517119999999999,7.135439999999999,7.725969999999999,Y,Y,N,N,1e-05,0.0,N,N,1,45
1267,LOGZ,rs0919,-0.43078,-0.50989,-0.23958000000000002,-0.5956,-0.054979999999999994,Y,Y,N,N,0.0,0.0,N,N,1,132
1268,LOGQ,rs0920,7.07782,7.034610000000001,7.243460000000001,6.9914,7.4091,Y,Y,N,N,0.01935,0.0,N,N,1,14
1269,LOGZ,rs0920,-0.38463,-0.44396,-0.2264,-0.50989,-0.08135,Y,Y,N,N,0.0,0.0,N,N,1,139
1270,LOGQ,rs0921,7.2290600000000005,7.08502,7.5675300000000005,6.9914,7.7763800000000005,Y,Y,N,N,0.019119999999999998,0.0,N,N,1,35
1271,LOGZ,rs0921,0.09665,-0.1341,0.18236,-0.27255,0.25488,Y,Y,N,N,0.0,0.0008300000000000001,N,N,2,212
1272,LOGQ,rs0922,7.135439999999999,7.08502,7.466710000000001,7.00581,7.7403699999999995,Y,Y,N,N,0.00774,0.0,N,N,1,22
1273,LOGZ,rs0922,-0.35166,-0.411,-0.07476000000000001,-0.4967,0.10324000000000001,Y,Y,N,N,0.0,0.0,N,N,1,144
1274,LOGQ,rs0923,7.10663,7.06342,7.250660000000001,7.00581,7.4019,Y,Y,N,N,0.00548,0.0,N,N,1,18
1275,LOGZ,rs0923,-0.4967,-0.56263,-0.34507,-0.64175,-0.18025,Y,Y,N,N,0.0,0.0,N,N,1,122
1276,LOGQ,rs0930,7.149839999999999,7.09943,7.257860000000001,7.05622,7.351489999999999,Y,Y,N,N,7e-05,0.0,N,N,1,24
1277,LOGZ,rs0930,-0.39781,-0.46374,-0.3121,-0.52967,-0.21320999999999998,Y,Y,N,N,0.0,0.0,N,N,1,137
1278,LOGQ,rs0932,7.27947,7.20745,7.3947,7.142639999999999,7.50992,Y,Y,N,N,0.0,0.0,N,N,1,42
1279,LOGZ,rs0932,-0.41758999999999996,-0.50989,-0.3121,-0.58241,-0.18684,Y,Y,N,N,0.0,0.0,N,N,1,134
1280,LOGQ,rs0933,7.250660000000001,7.17865,7.34428,7.12103,7.445110000000001,Y,Y,N,N,0.0,0.0,N,N,1,38
1281,LOGZ,rs0933,-0.49011000000000005,-0.54945,-0.37144,-0.62197,-0.25936,Y,Y,N,N,0.0,0.0,N,N,1,123
1282,LOGQ,rs0934,7.11383,7.05622,7.301069999999999,6.9986,7.473910000000001,Y,Y,N,N,0.010759999999999999,0.0,N,N,1,19
1283,LOGZ,rs0934,-0.33848,-0.4044,-0.17365,-0.47693,-0.0352,Y,Y,N,N,0.0,0.0,N,N,1,146
1284,LOGQ,rs0935,7.20025,7.12823,7.4163,7.05622,7.61795,Y,Y,N,N,0.00018,0.0,N,N,1,31
1285,LOGZ,rs0935,-0.43737,-0.49011000000000005,-0.23299,-0.56263,-0.061579999999999996,Y,Y,N,N,0.0,0.0,N,N,1,131
1286,LOGQ,rs0944,7.149839999999999,7.092230000000001,7.28667,7.034610000000001,7.4091,Y,Y,N,N,0.00053,0.0,N,N,1,24
1287,LOGZ,rs0944,-0.41758999999999996,-0.48352,-0.29233000000000003,-0.54945,-0.16706,Y,Y,N,N,0.0,0.0,N,N,1,134
1288,LOGQ,rs0945,7.09943,7.05622,7.459510000000001,6.9914,7.682760000000001,Y,Y,N,N,0.02154,0.0,N,N,1,17
1289,LOGZ,rs0945,-0.24618,-0.3121,0.030719999999999997,-0.411,0.16258,Y,Y,N,N,0.0,0.00013000000000000002,N,N,1,160
1290,LOGQ,rs0948,7.07062,7.04902,7.445110000000001,6.9842,7.63955,Y,Y,N,N,0.02628,0.0,N,N,1,13
1291,LOGZ,rs0948,-0.2198,-0.28573000000000004,0.07687000000000001,-0.38463,0.19554000000000002,Y,Y,N,N,0.0,0.0005099999999999999,N,N,2,164
1292,LOGQ,rs0950,7.38029,7.32268,7.64675,7.243460000000001,7.81959,Y,Y,N,N,0.0,0.0,N,N,1,56
1293,LOGZ,rs0950,-0.49011000000000005,-0.54945,-0.26595,-0.62197,-0.10772999999999999,Y,Y,N,N,0.0,0.0,N,N,1,123
1294,LOGQ,rs0953,7.20745,7.07782,7.358689999999999,6.9914,7.50272,Y,Y,N,N,0.01637,0.0,N,N,1,32
1295,LOGZ,rs0953,0.09006,-0.0418,0.1428,-0.16047,0.20873000000000003,Y,Y,N,N,0.0,2e-05,N,N,1,211
1296,LOGQ,rs0957,7.55313,7.466710000000001,7.69716,7.3947,7.834,Y,Y,N,N,0.0,0.0,N,N,1,80
1297,LOGZ,rs0957,-0.57582,-0.6483399999999999,-0.43078,-0.7208600000000001,-0.29233000000000003,Y,Y,N,N,0.0,0.0,N,N,1,110
1298,LOGQ,rs0958,6.977,7.027410000000001,7.33708,-inf,7.49552,N,Y,Y,N,0.04954,0.0,N,N,2,0
1299,LOGZ,rs0958,0.07028,-0.25936,0.09665,-0.37803000000000003,0.16917000000000001,Y,Y,N,N,0.0,0.0,N,N,2,208
1300,LOGQ,rs0959,7.243460000000001,7.1642399999999995,7.34428,7.10663,7.466710000000001,Y,Y,N,N,0.0,0.0,N,N,1,37
1301,LOGZ,rs0959,-0.56922,-0.6483399999999999,-0.44396,-0.7208600000000001,-0.3121,Y,Y,N,N,0.0,0.0,N,N,1,111
1302,LOGQ,rs0960,7.27947,7.21465,7.38749,7.149839999999999,7.50992,Y,Y,N,N,0.0,0.0,N,N,1,42
1303,LOGZ,rs0960,-0.52307,-0.60219,-0.39781,-0.6813,-0.26595,Y,Y,N,N,0.0,0.0,N,N,1,118
1304,LOGQ,rs0962,7.00581,7.01301,7.32268,-inf,7.5675300000000005,N,Y,N,N,0.05385,0.0,N,N,1,4
1305,LOGZ,rs0962,-0.34507,-0.411,-0.09454,-0.49011000000000005,0.09006,Y,Y,N,N,0.0,0.0,N,N,1,145
1306,LOGQ,rs0967,7.05622,7.0202100000000005,7.22186,6.9842,7.33708,Y,Y,N,N,0.03685,0.0,N,N,1,11
1307,LOGZ,rs0967,-0.35166,-0.41758999999999996,-0.21320999999999998,-0.48352,-0.09454,Y,Y,N,N,0.0,0.0,N,N,1,144
1308,LOGQ,rs0968,7.38749,7.32268,7.61074,7.250660000000001,7.87,Y,Y,N,N,0.0,0.0,N,N,1,57
1309,LOGZ,rs0968,-0.54285,-0.62197,-0.35166,-0.6944899999999999,-0.12090999999999999,Y,Y,N,N,0.0,0.0,N,N,1,115
1310,LOGQ,rs0970,6.977,7.00581,7.27227,-inf,7.4379100000000005,N,Y,Y,N,0.07002,0.0,N,N,1,0
1311,LOGZ,rs0970,0.024130000000000002,-0.27914,0.0505,-0.38463,0.1428,Y,Y,N,N,0.0,0.0,N,N,3,201
1312,LOGQ,rs0976,7.38029,7.32268,7.50992,7.26507,7.63955,Y,Y,N,N,0.0,0.0,N,N,1,56
1313,LOGZ,rs0976,-0.52307,-0.60878,-0.4044,-0.6879,-0.27914,Y,Y,N,N,0.0,0.0,N,N,1,118
1314,LOGQ,rs0979,7.11383,7.06342,7.33708,6.9986,7.733169999999999,Y,Y,N,N,0.00992,0.0,N,N,1,19
1315,LOGZ,rs0979,-0.56263,-0.63515,-0.35166,-0.71427,0.0505,Y,Y,N,N,0.0,0.0,N,N,2,112
1316,LOGQ,rs0980,7.8412,7.157039999999999,7.92762,6.9986,8.15087,Y,Y,N,N,0.0132,0.0,N,N,3,120
1317,LOGZ,rs0980,0.2351,-0.16706,0.24169000000000002,-0.33848,0.28125,Y,Y,N,N,0.0,0.00719,N,N,2,233
1318,LOGQ,rs0981,7.30828,7.250660000000001,7.4091,7.18585,7.50992,Y,Y,N,N,0.0,0.0,N,N,1,46
1319,LOGZ,rs0981,-0.42418,-0.50989,-0.33188,-0.57582,-0.23299,Y,Y,N,N,0.0,0.0,N,N,1,133
1320,LOGQ,rs0982,7.33708,7.27947,7.466710000000001,7.21465,7.60354,Y,Y,N,N,0.0,0.0,N,N,1,50
1321,LOGZ,rs0982,-0.61537,-0.6879,-0.46374,-0.7670100000000001,-0.3121,Y,Y,N,N,0.0,0.0,N,N,1,104
1322,LOGQ,rs0983,7.4163,7.34428,7.574739999999999,7.27947,7.70437,Y,Y,N,N,0.0,0.0,N,N,1,61
1323,LOGZ,rs0983,-0.45055,-0.52307,-0.3121,-0.5956,-0.18684,Y,Y,N,N,0.0,0.0,N,N,1,129
1324,LOGQ,rs0984,7.20025,7.11383,7.34428,7.04902,7.459510000000001,Y,Y,N,N,0.0004,0.0,N,N,1,31
1325,LOGZ,rs0984,-0.35166,-0.41758999999999996,-0.20661999999999997,-0.48352,-0.10113,Y,Y,N,N,0.0,0.0,N,N,1,144
1326,LOGQ,rs0985,7.28667,7.22186,7.466710000000001,7.149839999999999,7.61795,Y,Y,N,N,0.0,0.0,N,N,1,43
1327,LOGZ,rs0985,-0.46374,-0.52967,-0.29891999999999996,-0.5956,-0.14728,Y,Y,N,N,0.0,0.0,N,N,1,127
1328,LOGQ,rs0986,7.149839999999999,7.08502,7.32988,7.01301,7.5819399999999995,Y,Y,N,N,0.00502,0.0,N,N,1,24
1329,LOGZ,rs0986,-0.48352,-0.56263,-0.3121,-0.6483399999999999,-0.08795,Y,Y,N,N,0.0,0.0,N,N,1,124
1330,LOGQ,rs0989,7.07062,7.041810000000001,7.4091,6.9842,7.64675,Y,Y,N,N,0.02767,0.0,N,N,1,13
1331,LOGZ,rs0989,-0.23299,-0.29233000000000003,0.024130000000000002,-0.37803000000000003,0.15599000000000002,Y,Y,N,N,0.0,0.0,N,N,1,162
1332,LOGQ,rs0991,6.977,7.0202100000000005,7.257860000000001,6.9842,7.3947,N,N,Y,N,0.04841,0.0,N,N,2,0
1333,LOGZ,rs0991,0.06369,-0.14069,0.10324000000000001,-0.28573000000000004,0.16258,Y,Y,N,N,0.0,0.0,N,N,1,207
1334,LOGQ,rs0995,6.9914,7.01301,7.22186,-inf,7.33708,N,Y,Y,N,0.06395,0.0,N,N,1,2
1335,LOGZ,rs0995,-0.10772999999999999,-0.25277,-0.022019999999999998,-0.33848,0.057089999999999995,Y,Y,N,N,0.0,0.0,N,N,2,181
1336,LOGQ,rs0996,7.157039999999999,7.092230000000001,7.358689999999999,7.0202100000000005,7.60354,Y,Y,N,N,0.0041600000000000005,0.0,N,N,1,25
1337,LOGZ,rs0996,-0.44396,-0.52307,-0.26595,-0.60878,-0.054979999999999994,Y,Y,N,N,0.0,0.0,N,N,1,130
1338,LOGQ,rs0997,7.027410000000001,7.00581,7.19305,-inf,7.301069999999999,Y,Y,N,N,0.06025,0.0,N,N,1,7
1339,LOGZ,rs0997,-0.20661999999999997,-0.28573000000000004,-0.08135,-0.35825,0.00435,Y,Y,N,N,0.0,0.0,N,N,1,166
1340,LOGQ,rs1001,7.26507,7.20745,7.48832,7.12823,7.63955,Y,Y,N,N,0.0,0.0,N,N,1,40
1341,LOGZ,rs1001,-0.45055,-0.50989,-0.26595,-0.58241,-0.12090999999999999,Y,Y,N,N,0.0,0.0,N,N,1,129
1342,LOGQ,rs1002,7.01301,7.034610000000001,7.62515,6.9842,7.834,N,Y,N,N,0.03483,0.0,N,N,2,5
